City,Number of Records,division_id,division_name,latitude,longitude,polling_place,polling_place_id,polling_place_name,polling_place_type_id,state,total_formal_votes,tpp_australian_labor_party_percentage,tpp_australian_labor_party_votes,tpp_liberal_national_coalition_percentage,tpp_liberal_national_coalition_votes,tpp_swing
Darwin,1,306,Lingiari,-12.4605758,130.8366106,Darwin,58673,Darwin LINGIARI PPVC,5,NT,804,47.14,379,52.86,425,8.8
Darwin,1,307,Solomon,-12.4605758,130.8366106,Darwin,34139,Darwin SOLOMON PPVC,5,NT,7437,48.26,3589,51.74,3848,1.65
Brisbane,1,310,Bonner,-27.4675792,153.0201292,Brisbane,65730,Brisbane BONNER PPVC,5,QLD,443,39.05,173,60.95,270,1.58
Brisbane,1,310,Bonner,-27.468868,153.0225772,Brisbane,58721,Brisbane City BONNER PPVC,5,QLD,1736,47.35,822,52.65,914,1.78
Brisbane,1,155,Bowman,-27.4622476,153.0317586,Brisbane,97482,Brisbane BOWMAN PPVC,5,QLD,166,34.94,58,65.06,108,7.28
Brisbane,1,155,Bowman,-27.4689813,153.0235193,Brisbane,97483,Brisbane City BOWMAN PPVC,5,QLD,532,41.92,223,58.08,309,0.24
Brisbane,1,156,Brisbane,-27.4622476,153.0317586,Brisbane,65729,Brisbane BRISBANE PPVC,5,QLD,3794,43.91,1666,56.09,2128,-8.24
Brisbane,1,156,Brisbane,-27.4681,153.024,Brisbane,32606,Brisbane City BRISBANE PPVC,5,QLD,8554,48.48,4147,51.52,4407,-0.16
Mackay,1,157,Capricornia,-21.1431401,149.1843824,Mackay,65738,Mackay CAPRICORNIA PPVC,5,QLD,5369,29.5,1584,70.5,3785,14.77
Rockhampton,1,157,Capricornia,-23.3785392,150.5148127,Rockhampton,83285,Rockhampton Northside PPVC,5,QLD,7296,40.64,2965,59.36,4331,11.43
Yeppoon,1,157,Capricornia,-23.1285704,150.7457414,Yeppoon,46728,Yeppoon PPVC,5,QLD,9940,33.57,3337,66.43,6603,7.39
Rockhampton,1,157,Capricornia,-23.3811495,150.5079674,Rockhampton,32700,Rockhampton CAPRICORNIA PPVC,5,QLD,8659,39.22,3396,60.78,5263,12.22
Townsville,1,158,Dawson,-19.2580437,146.8142196,Townsville,58761,Townsville DAWSON PPVC,5,QLD,1044,34.58,361,65.42,683,6.33
Mackay,1,158,Dawson,-21.1431401,149.1843824,Mackay,32661,Mackay DAWSON PPVC,5,QLD,19707,35.91,7077,64.09,12630,13.1
Brisbane,1,252,Dickson,-27.4697707,153.0251235,Brisbane,97484,Brisbane DICKSON PPVC,5,QLD,267,45.69,122,54.31,145,1.12
Brisbane,1,252,Dickson,-27.4689443,153.0234109,Brisbane,97485,Brisbane City DICKSON PPVC,5,QLD,1022,53.52,547,46.48,475,-6.74
Albany,1,252,Dickson,-27.345237,152.9714734,Albany,83392,Albany Creek DICKSON PPVC,5,QLD,6469,36.27,2346,63.73,4123,8.56
Bundaberg,1,311,Flynn,-24.8869593,152.3196964,Bundaberg,97432,Bundaberg West FLYNN PPVC,5,QLD,316,40.19,127,59.81,189,6.87
Bundaberg,1,311,Flynn,-24.872322,152.3480358,Bundaberg,97433,Bundaberg Central FLYNN PPVC,5,QLD,901,35.96,324,64.04,577,11.01
Bundaberg,1,311,Flynn,-24.8768884,152.3528731,Bundaberg,58726,Bundaberg FLYNN PPVC,5,QLD,2157,35.98,776,64.02,1381,0.97
Rockhampton,1,311,Flynn,-23.3811495,150.5079674,Rockhampton,58892,Rockhampton FLYNN PPVC,5,QLD,2184,37.5,819,62.5,1365,12.72
Emerald,1,311,Flynn,-23.525909,148.1603087,Emerald,32926,Emerald PPVC,5,QLD,4491,28.15,1264,71.85,3227,10.25
Gladstone,1,311,Flynn,-23.8440625,151.2565244,Gladstone,32711,Gladstone PPVC,5,QLD,14756,54.12,7986,45.88,6770,7.11
Brisbane,1,163,Griffith,-27.4675792,153.0201292,Brisbane,65731,Brisbane GRIFFITH PPVC,5,QLD,1490,48.52,723,51.48,767,-5.88
Brisbane,1,163,Griffith,-27.4688686,153.0225348,Brisbane,65833,Brisbane City GRIFFITH PPVC,5,QLD,4920,53.41,2628,46.59,2292,3.55
Toowoomba,1,164,Groom,-27.5582184,151.9534492,Toowoomba,32597,Toowoomba PPVC,5,QLD,17692,28.76,5088,71.24,12604,4.15
Townsville,1,165,Herbert,-19.258964,146.813892,Townsville,32703,Townsville HERBERT PPVC,5,QLD,6165,42.12,2597,57.88,3568,2.13
Maryborough,1,166,Hinkler,-25.5391841,152.7023415,Maryborough,82908,Maryborough HINKLER PPVC,5,QLD,1017,36.87,375,63.13,642,6.88
Bundaberg,1,166,Hinkler,-24.8869992,152.3195828,Bundaberg,65207,Bundaberg West HINKLER PPVC,5,QLD,2854,35.25,1006,64.75,1848,5.98
Bundaberg,1,166,Hinkler,-24.872322,152.3480358,Bundaberg,66159,Bundaberg Central HINKLER PPVC,5,QLD,6493,35.58,2310,64.42,4183,5.96
Bundaberg,1,166,Hinkler,-24.8680609,152.3474486,Bundaberg,46484,Bundaberg HINKLER PPVC,5,QLD,10958,36.8,4032,63.2,6926,1.34
Cairns,1,167,Kennedy,-16.9220608,145.7748185,Cairns,97503,Cairns CBD KENNEDY PPVC,5,QLD,1372,40.67,558,59.33,814,9.61
Cairns,1,167,Kennedy,-16.931785,145.751441,Cairns,65107,Cairns KENNEDY PPVC,5,QLD,1987,38.3,761,61.7,1226,8.38
Cairns,1,167,Kennedy,-17.0033939,145.7433149,Cairns,83294,Cairns South KENNEDY PPVC,5,QLD,5302,42.12,2233,57.88,3069,10.99
Cairns,1,168,Leichhardt,-17.0033939,145.7433149,Cairns,97442,Cairns South LEICHHARDT PPVC,5,QLD,2081,40.85,850,59.15,1231,2.59
Cairns,1,168,Leichhardt,-16.9220608,145.7748185,Cairns,65163,Cairns CBD LEICHHARDT PPVC,5,QLD,8876,44.63,3961,55.37,4915,-1.31
Cairns,1,168,Leichhardt,-16.9331016,145.7528481,Cairns,32675,Cairns LEICHHARDT PPVC,5,QLD,15107,41.89,6329,58.11,8778,1.51
Brisbane,1,169,Lilley,-27.4622476,153.0317586,Brisbane,65728,Brisbane LILLEY PPVC,5,QLD,537,52.89,284,47.11,253,-3.4
Albany,1,169,Lilley,-27.346944,152.968056,Albany,83425,Albany Creek LILLEY PPVC,5,QLD,1004,35.06,352,64.94,652,14.22
Brisbane,1,169,Lilley,-27.4689443,153.0234109,Brisbane,58691,Brisbane City LILLEY PPVC,5,QLD,2147,55.85,1199,44.15,948,-1.56
Kingaroy,1,170,Maranoa,-26.5457224,151.8391953,Kingaroy,46657,Kingaroy PPVC,5,QLD,4356,24.17,1053,75.83,3303,9.27
Warwick,1,170,Maranoa,-28.2178235,152.0326809,Warwick,32628,Warwick PPVC,5,QLD,7141,26.49,1892,73.51,5249,5.6
Brisbane,1,173,Moreton,-27.4675792,153.0201292,Brisbane,65726,Brisbane MORETON PPVC,5,QLD,638,49.06,313,50.94,325,-0.15
Brisbane,1,173,Moreton,-27.468821,153.0225724,Brisbane,58693,Brisbane City MORETON PPVC,5,QLD,2607,56.89,1483,43.11,1124,1.17
Brisbane,1,174,Oxley,-27.4622476,153.0317586,Brisbane,97486,Brisbane OXLEY PPVC,5,QLD,227,57.71,131,42.29,96,-3.45
Brisbane,1,174,Oxley,-27.4689443,153.0234109,Brisbane,97487,Brisbane City OXLEY PPVC,5,QLD,972,56.07,545,43.93,427,-1.62
Brisbane,1,175,Petrie,-27.4697707,153.0251235,Brisbane,97488,Brisbane PETRIE PPVC,5,QLD,163,38.65,63,61.35,100,8.17
Brisbane,1,175,Petrie,-27.4686858,153.0225762,Brisbane,97489,Brisbane City PETRIE PPVC,5,QLD,754,49.87,376,50.13,378,-2.99
Brisbane,1,176,Rankin,-27.4689443,153.0234109,Brisbane,97491,Brisbane City RANKIN PPVC,5,QLD,265,52.83,140,47.17,125,3.69
Brisbane,1,176,Rankin,-27.4622476,153.0317586,Brisbane,97490,Brisbane RANKIN PPVC,5,QLD,915,56.39,516,43.61,399,0.03
Brisbane,1,177,Ryan,-27.4622476,153.0317586,Brisbane,65727,Brisbane RYAN PPVC,5,QLD,794,40.68,323,59.32,471,-4.65
Brisbane,1,177,Ryan,-27.4689443,153.0234109,Brisbane,58694,Brisbane City RYAN PPVC,5,QLD,3067,48.65,1492,51.35,1575,-1.28
Gympie,1,178,Wide Bay,-26.1884741,152.6666779,Gympie,32767,Gympie PPVC,5,QLD,10784,30.92,3334,69.08,7450,6.51
Maryborough,1,178,Wide Bay,-25.5391841,152.7023415,Maryborough,65764,Maryborough WIDE BAY PPVC,5,QLD,10378,39.02,4049,60.98,6329,8.42
Adelaide,1,179,Adelaide,-34.9218994,138.5980605,Adelaide,32952,Adelaide ADELAIDE PPVC,5,SA,4350,57.91,2519,42.09,1831,-2.93
Adelaide,1,180,Barker,-34.9218994,138.5980605,Adelaide,65567,Adelaide BARKER PPVC,5,SA,155,35.48,55,64.52,100,3.61
Adelaide,1,182,Boothby,-34.9218994,138.5980605,Adelaide,58733,Adelaide BOOTHBY PPVC,5,SA,1160,56.03,650,43.97,510,-3.94
Adelaide,1,183,Grey,-34.9267089,138.6001735,Adelaide,65627,Adelaide GREY PPVC,5,SA,180,36.67,66,63.33,114,1.52
Whyalla,1,183,Grey,-33.03095,137.54157,Whyalla,13116,Whyalla PPVC,5,SA,4578,54,2472,46,2106,11.87
Adelaide,1,185,Hindmarsh,-34.9226396,138.5993915,Adelaide,58735,Adelaide HINDMARSH PPVC,5,SA,1159,58.15,674,41.85,485,-2.45
Adelaide,1,187,Makin,-34.9218994,138.5980605,Adelaide,58738,Adelaide MAKIN PPVC,5,SA,626,64.54,404,35.46,222,-3.43
Adelaide,1,188,Mayo,-34.9218994,138.5980605,Adelaide,58737,Adelaide Mayo PPVC,5,SA,551,56.08,309,43.92,242,-6.08
Adelaide,1,325,Spence,-34.9226396,138.5993915,Adelaide,58757,Adelaide SPENCE PPVC,5,SA,450,66.67,300,33.33,150,-2.1
Launceston,1,192,Bass,-41.4421509,147.1368194,Launceston,33906,Launceston BASS PPVC,5,TAS,10856,46.14,5009,53.86,5847,3.06
Ulverstone,1,193,Braddon,-41.1581456,146.1750675,Ulverstone,83750,Ulverstone PPVC,5,TAS,2307,41.87,966,58.13,1341,9.32
Devonport,1,193,Braddon,-41.1804229,146.3622719,Devonport,33831,Devonport BRADDON PPVC,5,TAS,6298,46.11,2904,53.89,3394,3.89
Burnie,1,193,Braddon,-41.0528583,145.9052168,Burnie,33832,Burnie PPVC,5,TAS,6431,49.98,3214,50.02,3217,3.73
Hobart,1,319,Clark,-42.8852235,147.327458,Hobart,31107,Hobart CLARK PPVC,5,TAS,5552,63.71,3537,36.29,2015,-0.63
Hobart,1,195,Franklin,-42.8855064,147.3253502,Hobart,58681,Hobart FRANKLIN PPVC,5,TAS,2347,64.08,1504,35.92,843,-3.48
Devonport,1,196,Lyons,-41.1770585,146.3451775,Devonport,83159,Devonport LYONS PPVC,5,TAS,565,49.73,281,50.27,284,-1.94
Hobart,1,196,Lyons,-42.8826908,147.3275225,Hobart,82850,Hobart LYONS PPVC,5,TAS,584,61.13,357,38.87,227,-10.24
Launceston,1,196,Lyons,-41.4332215,147.1440875,Launceston,58627,Launceston LYONS PPVC,5,TAS,2760,43.91,1212,56.09,1548,1.2
Melton,1,198,Ballarat,-37.6782403,144.5935071,Melton,64713,Melton BALLARAT PPVC,5,VIC,3677,54.31,1997,45.69,1680,3.16
Ballarat,1,198,Ballarat,-37.5613748,143.8606094,Ballarat,34062,Ballarat PPVC,5,VIC,23872,58.83,14043,41.17,9829,-4.8
Bendigo,1,200,Bendigo,-36.7612485,144.2750954,Bendigo,32094,Bendigo PPVC,5,VIC,20261,55.87,11319,44.13,8942,-5.85
Gladstone,1,203,Calwell,-37.6882138,144.8849542,Gladstone,64682,Gladstone Park PPVC,5,VIC,14910,62.21,9276,37.79,5634,1.76
Melbourne,1,205,Chisholm,-37.8158909,144.9588604,Melbourne,97508,Melbourne Central CHISHOLM PPVC,5,VIC,347,51.3,178,48.7,169,-2.9
Melbourne,1,205,Chisholm,-37.8100135,144.9608429,Melbourne,83897,Melbourne CHISHOLM PPVC,5,VIC,935,53.16,497,46.84,438,-4.74
Melbourne,1,320,Cooper,-37.8158909,144.9588604,Melbourne,97509,Melbourne Central COOPER PPVC,5,VIC,337,66.47,224,33.53,113,46.79
Melbourne,1,320,Cooper,-37.8100135,144.9608429,Melbourne,83965,Melbourne COOPER PPVC,5,VIC,1311,76.96,1009,23.04,302,-10.29
Colac,1,207,Corangamite,-38.3397934,143.5909346,Colac,91539,Colac CORANGAMITE PPVC,5,VIC,1141,43.65,498,56.35,643,-6.83
Geelong,1,207,Corangamite,-38.1478314,144.3579382,Geelong,58623,Geelong CORANGAMITE PPVC,5,VIC,6269,49.99,3134,50.01,3135,0.5
Geelong,1,208,Corio,-38.1494919,144.3623364,Geelong,31536,Geelong CORIO PPVC,5,VIC,14395,59.96,8631,40.04,5764,-5.58
Melbourne,1,321,Fraser,-37.8158909,144.9588604,Melbourne,97510,Melbourne Central FRASER PPVC,5,VIC,337,62.02,209,37.98,128,0.44
Melbourne,1,321,Fraser,-37.8152065,144.963937,Melbourne,91799,Melbourne FRASER PPVC,5,VIC,737,64.04,472,35.96,265,-1.58
Melbourne,1,212,Gellibrand,-37.8100135,144.9608429,Melbourne,83904,Melbourne GELLIBRAND PPVC,5,VIC,1382,70.12,969,29.88,413,-6.14
Bairnsdale,1,213,Gippsland,-37.8248386,147.6334084,Bairnsdale,32100,Bairnsdale PPVC,5,VIC,10946,26.07,2854,73.93,8092,-1.32
Sale,1,213,Gippsland,-38.1084972,147.0658846,Sale,38292,Sale PPVC,5,VIC,11483,26.26,3016,73.74,8467,-3.25
Morwell,1,213,Gippsland,-38.2372815,146.3900264,Morwell,65862,Morwell GIPPSLAND PPVC,5,VIC,7310,44.66,3265,55.34,4045,1.79
Traralgon,1,213,Gippsland,-38.1898517,146.5637931,Traralgon,32107,Traralgon PPVC,5,VIC,11596,33.71,3909,66.29,7687,-1.24
Melbourne,1,214,Goldstein,-37.8158909,144.9588604,Melbourne,97507,Melbourne Central GOLDSTEIN PPVC,5,VIC,364,49.18,179,50.82,185,-9.88
Melbourne,1,214,Goldstein,-37.8100135,144.9608429,Melbourne,83906,Melbourne GOLDSTEIN PPVC,5,VIC,884,53.05,469,46.95,415,-13.8
Melton,1,309,Gorton,-37.6784815,144.5915714,Melton,38304,Melton GORTON PPVC,5,VIC,21031,62.22,13086,37.78,7945,2.57
Melbourne,1,215,Higgins,-37.825282,144.95182,Melbourne,97512,Melbourne Central HIGGINS PPVC,5,VIC,482,47.1,227,52.9,255,-7.26
Melbourne,1,215,Higgins,-37.8098387,144.9720566,Melbourne,83908,Melbourne HIGGINS PPVC,5,VIC,1528,52.36,800,47.64,728,-8.97
Albury,1,218,Indi,-36.0786731,146.9190073,Albury,65892,Albury INDI PPVC,5,VIC,1806,37.6,679,62.4,1127,11.43
Wangaratta,1,218,Indi,-36.3561379,146.3258804,Wangaratta,33124,Wangaratta PPVC,5,VIC,14636,34.19,5004,65.81,9632,10.01
Wodonga,1,218,Indi,-36.1234399,146.8814539,Wodonga,31542,Wodonga PPVC,5,VIC,17450,34.45,6012,65.55,11438,12.28
Melbourne,1,221,Kooyong,-37.825282,144.95182,Melbourne,97513,Melbourne Central KOOYONG PPVC,5,VIC,426,44.6,190,55.4,236,-4.64
Melbourne,1,221,Kooyong,-37.8098387,144.9720566,Melbourne,83914,Melbourne KOOYONG PPVC,5,VIC,1413,48.27,682,51.73,731,-8.19
Melbourne,1,322,Macnamara,-37.8100135,144.9608429,Melbourne,58641,Melbourne MACNAMARA PPVC,5,VIC,2958,58.01,1716,41.99,1242,-9.6
Melbourne,1,322,Macnamara,-37.825282,144.95182,Melbourne,97506,Melbourne Central MACNAMARA PPVC,5,VIC,4968,53.46,2656,46.54,2312,-5.05
Maryborough,1,224,Mallee,-37.045138,143.736798,Maryborough,83695,Maryborough PPVC,5,VIC,3341,51.03,1705,48.97,1636,-1.47
Horsham,1,224,Mallee,-36.7146985,142.1994541,Horsham,31599,Horsham PPVC,5,VIC,8851,30.28,2680,69.72,6171,-3.26
Mildura,1,224,Mallee,-34.1853102,142.15762,Mildura,38298,Mildura MALLEE PPVC,5,VIC,7743,39.51,3059,60.49,4684,-8.76
Melbourne,1,225,Maribyrnong,-37.8158909,144.9588604,Melbourne,97514,Melbourne Central MARIBYRNONG PPVC,5,VIC,615,58.86,362,41.14,253,4.66
Melbourne,1,225,Maribyrnong,-37.8100135,144.9608429,Melbourne,83918,Melbourne MARIBYRNONG PPVC,5,VIC,1651,68.63,1133,31.37,518,-5.11
Melbourne,1,228,Melbourne,-37.8098387,144.9720566,Melbourne,14318,Melbourne MELBOURNE PPVC,5,VIC,11442,65.94,7545,34.06,3897,-6.17
Morwell,1,323,Monash,-38.2372815,146.3900264,Morwell,65905,Morwell MONASH PPVC,5,VIC,824,47.69,393,52.31,431,11.31
Moe,1,323,Monash,-38.172222,146.267778,Moe,83638,Moe PPVC,5,VIC,4738,52.83,2503,47.17,2235,8.44
Warragul,1,323,Monash,-38.1507411,145.9268532,Warragul,34224,Warragul PPVC,5,VIC,13885,34.92,4848,65.08,9037,0.7
Echuca,1,324,Nicholls,-36.1278663,144.7482858,Echuca,32033,Echuca NICHOLLS PPVC,5,VIC,8899,25.68,2285,74.32,6614,-4.75
Shepparton,1,324,Nicholls,-36.3775176,145.4000439,Shepparton,38335,Shepparton PPVC,5,VIC,16856,27.45,4627,72.55,12229,-6.25
Colac,1,233,Wannon,-38.3406464,143.5903215,Colac,58629,Colac WANNON PPVC,5,VIC,6725,33.62,2261,66.38,4464,3.08
Portland,1,233,Wannon,-38.36181,141.61336,Portland,38432,Portland PPVC,5,VIC,5696,44.96,2561,55.04,3135,5.09
Warrnambool,1,233,Wannon,-38.384121,142.477554,Warrnambool,33121,Warrnambool PPVC,5,VIC,17447,38.25,6674,61.75,10773,2.15
Melbourne,1,234,Wills,-37.825282,144.95182,Melbourne,97515,Melbourne Central WILLS PPVC,5,VIC,671,76.15,511,23.85,160,9.43
Melbourne,1,234,Wills,-37.8100135,144.9608429,Melbourne,83927,Melbourne WILLS PPVC,5,VIC,2676,82.7,2213,17.3,463,-14.64
Perth,1,238,Curtin,-31.9530524,115.8533317,Perth,94024,Perth CURTIN PPVC,5,WA,1867,31.82,594,68.18,1273,-0.62
Karratha,1,312,Durack,-20.7371403,116.8480541,Karratha,47800,Karratha PPVC,5,WA,2073,40.86,847,59.14,1226,-0.03
Broome,1,312,Durack,-17.9562673,122.2408787,Broome,33257,Broome PPVC,5,WA,2848,48.24,1374,51.76,1474,-4.01
Geraldton,1,312,Durack,-28.7671328,114.6166614,Geraldton,34255,Geraldton PPVC,5,WA,9093,29.97,2725,70.03,6368,2.35
Busselton,1,239,Forrest,-33.6537412,115.3363308,Busselton,32817,Busselton PPVC,5,WA,6608,26.8,1771,73.2,4837,3.97
Bunbury,1,239,Forrest,-33.32498,115.63807,Bunbury,46632,Bunbury PPVC,5,WA,11278,34.34,3873,65.66,7405,2.75
Esperance,1,243,O'Connor,-33.8608027,121.8896205,Esperance,32761,Esperance PPVC,5,WA,2840,25.28,718,74.72,2122,-0.66
Kalgoorlie,1,243,O'Connor,-30.744338,121.474438,Kalgoorlie,82736,Kalgoorlie PPVC,5,WA,4939,36.46,1801,63.54,3138,-2.11
Albany,1,243,O'Connor,-35.02367,117.88314,Albany,32815,Albany PPVC,5,WA,8622,36.87,3179,63.13,5443,-2.86
Yanchep,1,244,Pearce,-31.5497038,115.639055,Yanchep,83306,Yanchep PPVC,5,WA,3093,39.93,1235,60.07,1858,5.2
Perth,1,245,Perth,-31.9535634,115.8532948,Perth,38296,Perth PERTH PPVC,5,WA,3528,52.72,1860,47.28,1668,-6.92
Perth,1,246,Stirling,-31.9530524,115.8533317,Perth,94027,Perth STIRLING PPVC,5,WA,1217,41.99,511,58.01,706,-2.73
Perth,1,247,Swan,-31.9530524,115.8533317,Perth,94028,Perth SWAN PPVC,5,WA,1701,44.39,755,55.61,946,-1.89
Perth,1,248,Tangney,-31.9530524,115.8533317,Perth,94436,Perth TANGNEY PPVC,5,WA,942,33.33,314,66.67,628,6.88
